id,comments,label,sentiment
1595,"Lütfen paranızı boşa harcamayın. Ürün hatalı geliyor ve kalitesiz. Biraz daha para ekleyerek daha bilindik ve güvenilir yerlerden alabilirsiniz. Bana gelen ürün tamamen hatalı çıktı. Fren tutmuyor, ön lastik yalpalıyor, pedallar boşa dönüyor ve vites atmıyor. Bunları satıcıya belirttim ama tamirciye götürmeniz gerek diyor. Tamirciye gideceksem nede",,Negative
1596,ürün fiyatı gibi.. ucuz etin yahnisi misali.. ayarlarını yaptırmak için bisikletciye goturdugum de usta saçma sapan bir bisiklet almışsınız her yerini söküp yeniden takmam lazım dedi uğraştı o kadar %90 kurulu deniyor ama zaten ustanın elinden geçiyor,,Neutral
1597,Pedal kasarlı çıktı. Girmiyor. Tedarik yapmayacağız dedi. Bi de kurmak için hiç alet koymamış. Uğraştıracak galiba.,,Neutral
1598,Bisikletin frenlerinin tutmadığını farkettik vidalar da yerine oturmuyor,,Neutral
1599,Ürün hasarlı geldi arka çamurluk hasarlı ve arka jant yamuk satıcı ile dünden beri irtibat kuramadık ürünü iade edeceğim,,Negative
1600,aldığımdan beri daha 2 hafta olmadı sıkıntısı hiç bitmedi sürekli lastik dışına atıp duruyo bisikletiçiye göt0rmekten bi hâl oldum arka teker şimdi aynı durumda almak isteyen varsa alabilir görselde attım ben,,Neutral
1601,Hiç memnun değilim vites kısmı berbat. Önde ki sele sürerken çıktı. Zincirler sıkıştı . Sürekli tamire gidiyorum. 15 gün iade süresi geçtiği için iade de edemiyorum. Param çöpe gitti :(,,Negative
1602,"pedal çevirirken  çok ses geliyor , satıcı hicbirsekilde yardımcı olmadı başka tamirciye gösterin dedi , iade etmek istedik kabul etmediler bisikleti bahçede denedigimizi ilettik denemeden ne sorunu var nasıl bilecektik  üstüne engel koyup sorumuza cevap dahi vermediler .",,Negative
1603,paketleme güzel değildi basit bakkal kotusuna koyup yollamışlar ürün güzel sadece,,Positive
1604,L beden istediğim montu s beden gönderiyorsunuz bu nasıl bir dikkatsizlik,,Neutral
1605,begenmedim iade ettim.,,Negative
1606,Kalitesiz,,Negative
1607,İçindeki astarı çıkarmama rağmen aşırı terletiyor su gibi oluyorum,,Neutral
1608,Omuz korumaları çizik geldi,,Neutral
1609,Ürün cif kolisinin içine sıkış tepiş koyulmuş bir şekilde geldi özenilmemiş hiç.Bunun dışında mont gayet güzel kaliteli.,,Positive
1610,Şirketin girişinde resepsiyon kısmında üstüne adımın soy adımın yazdığı koli paketin markasına bakın kadın sağlık ürünü beni rezil ettiniz üründe lekeli ve çizik yazabilsem çok şey yazardım siz söyledim sayın,,Neutral
1611,astarsız geldi 2 tane sip verdik birinde astar çıktı bunda çıkmadı maduriyetimin önlenmesini istiyorum,,Neutral
1612,ürünün fermuarları cok kötü dayanikli olmasi gerekiyor günlük giyilen bir mont degil sağlam yapılması gereken bir ürün,,Positive
1613,Yanlış renk gönderilmiş siyah istedim mavi geldi Allah tan bedeni doğru,,Neutral
1614,2 hafta bekledim ve sonuç ürün iade etmişler,,Negative
1615,"Tüm soru-cevaplarda ustune basa basa sırt korumasının da geldiğini yazmışlar, bu yüzden tercih etmiştim ama sırt koruması yerinde gri ince bir sünger var koruma ile alakası yok. Satın alacaklar bunu bilerek alsın!! Omuz ve dirsek korumasi mevcut fakat sırt korumasi yok.",,Neutral
1616,Satıcı giyilmiş ve sigara kokan ürün göndermiştir.yazık bu şekilde satılık mal olmaz,,Positive
1617,Ürünü beğendim berbat bir ürün hele firma tam bur kazık çı firma Ürünü almayın pişman olursunuz bakın şuan ben ilan koydum satıyorum okadar berbat ürün yani firma ürün iadesi bile yok,,Negative
1618,Ürün kusurlu geldi ve firma arkasında durmadı,,Negative
1619,"Ürün sanırım kullanılmış, omuz korumalıkları çizik içindeydi. Fakat takıntılı biri olmadığım için iade etmedim. Bu satıcıdan alırken yorumuma dikkat etmenizi öneririm",,Negative
1620,Ürün kullanılmış deforme geldi. Üstünde çizikler var. Etiketi sökülmüş ve ikinci el. L beden bulamadığım için iade edemeyeceğim.  güncelleme: ürünün sırtlığı da çıkarılmış bunu şimdi fark ettim,,Negative
1621,koları çizik fermuarı bozuk geldi almayın alirdmayın,,Negative
1622,kusurlu ürün gönderdiler iade ettiğim de ise kargoyu alıp incelemediler bile kargo bana geri döndü iade parası ödedim birde. Hiç memnun kalmadım.,,Negative
1623,"Maalesef, kötü bir satıcı.Kargo bir haftaya geldi. Gelen mont farklı bir marka ve farklı bir beden gönderildi. Oğluma sürpriz yapmak istediğim, ama hayal kırıklığı uğradım. İstediğim ürün yokken, neden sipariş kabul ediyorsunuz, anlamış değilim..",,Negative
1624,Başka satıcıdan ürün alın bu satıcı ürünün alındığını onaylayıp yerine başka bir ürün gönderiyor. Daha sonrada pişkin pişkin stok yanlışlığı oldu diyip iade edin diyor. Gelen kargonun fotoğrafı aşağıdadır.,,Neutral
1625,çOK KÜTÜ,,Neutral
1626,ürün kalitesi çok kötü ekran çok çabuk kırılıyor tamiri ise ekran dan pahalı (çok hassas bir cihaz),,Negative
1627,ölü piksel yok ancak ekran yenileme hızı yalan inanmayın arkadaşlar 144 haberiniz olsun  kandırmayın insanları,,Neutral
1628,165 Hz diye aldık 144 Hz çıktı,,Neutral
1629,165 Hz diye aldık 120 Hz göndermişsiniz,,Neutral
1630,Kablosu bozuk geldi yeni ürün göndermeyip servise basvurun diye başlarından savdılar cok kötü bir ticaret anlayısı malesef,,Negative
1631,almayın,,Negative
1632,"165hz değil, 144hz oluyor en son insanları kandırmayın o kadar para veriyoruz",,Neutral
1633,165 Hz yerine 144 hz olmasıda ayrıcalık,,Neutral
1634,1 hafta oldu alalı ekranda dikey bir mavi çizgi çıktı,,Neutral
1635,Ölü pixel var bide cok kötü ekran var pixel hep sakın almayın,,Negative
1636,Hz degeri yazan değil vermiyor yazanı. Gosting cok fazla var. Renk canliligi bir cok ayar denememe rağmen kötü. Her ay monitor alamiyor insanlar o yuzden 1 kere alin iyisini alin tavsiyem.,,Neutral
1637,"ürünü elime ulaştırmadılar , şimdi de kendi kendine iade etmişler herhangi bir bildirimde yok",,Negative
1638,Ürünü sipariş geçtikten 1 gün sonra rakamın 100 TL inmesini anlayamadım açıkçası.,,Neutral
1639,ürün güzel fakat 165hz değil 144hz geldi bu nasıl umarsızlıktır?,,Positive
1640,bi internet cafe işlemecisi olarak yazıyorum 7 yıl önce aldığım 60 hz samsung monitörler bile bundan daha canlı daha akıcı oyun için oturab her müşteri ekranı beğenmeyip masa değiştirdi,,Neutral
1641,Ürünü aldıktan sonra kronik sorunları olduğunu öğrendim ayrıca gözüme fazla büyük geldi ve rahatsız ettiği için iadesini istedim ayağında toz var gibi bir bahaneyle iadem reddedildi fakat monitör bana geldiğinde her tarafında 5 parmak el izi vardı. kendisine gelince tozu dert edenler başkasına giderken yağlı elleriyle monitöre bastırırken düşünemem,,Neutral
1642,"Ürünü alalı 6 gün olmasına rağmen bugün yeni açma fırsatım oldu, bilgisayara bağlayıp kullandım. Aşırı derecede rahatsız edici bir paneli var. Ghosting diye tabir edilen kronik probleme sahip.Tavsiye etmiyorum. Samsung bu sefer çuvallamış. Aktif olarak bilgisayarla uğraşmaktayım, 10 dakikada gözlerimi yordu, başıma ağrı girdi. Aşağıda en popüler mo",,Positive
1643,Ölü pixel çıktı iade ettiim,,Negative
1644,3199₺ yazan ürünü 5 adet sepete ekleyince solda normal sağda saçma sapak yüksek bir fiyat çıkıyor dikkat etmeden ödedim 3458₺ ye geldi sisteminizde bug var lütfen sepete bu üründen 2 adet ve üzeri ekleyip ekranda 2 farklı fiyat çıktığını müşteri temsilcisi arkadaşlara anlatır mısınız çünkü ben 2 farklı müşteri hizmetleri temsilcisi ne 30dk da nalat,,Neutral
1645,Ürün elime ulaştı ancak iade edip etmeme konusunda kararsızım...  1. Sorun : Kutudan HDMI bile çıkmıyor.  2. Sorun : 165 Hz diyorlar ancak 144 Hz geliyor. 3. Sorun : Monitörün kendi sesi var yazıyor ancak ses falan yok. 4. Sorun : Monitörün sol üst ve sağ üst köşelerinde küçük küçük renkli noktalar var.  Normal şartlarda bu şekilde olduğu için iade,,Negative
1646,Ölü piksel vardı. İade ettim.,,Neutral
1647,Ürünü aldım hiç kullanamadım siyah ekran veriyor iade mecbur,,Negative
1648,Sağ ve sol üst köşelerde sarı nokta mevcuttu iade sürecini baslattım,,Negative
1649,Faturamı göndermediler çalıntı mal gibi defalarca yazıyorum fakat faturam hala gelmedi!!!,,Neutral
1650,burda 165 Hz yazıyor siz bana 144 Hz yolluyorsunuz neolacak şimdi,,Neutral
1651,ürün paket açılımı yapılmış ekran koruma folyosu açılmış içinden CD çıkmadı kullanılmış yada teşhir ürünü göndermişler. ayrıca üründe hoparlör yok.,,Neutral
1652,ürün 165 hz değil 144 hz ürünü geri iade etmez istiyorum ürünü  eyer maduriyetim giderilmediği taktirde gerekli merceklere şikayette bulunacağım,,Negative
1653,3 tane ölü piksel cıkdı,,Neutral
1654,1-)ürünü aldım ölü pixel testi yaptım ve ölü pixel ile karşılaştım  2-) monitörün hoparlörü çalışmıyor  3-)müşteri hizmetlerine ulaştım beni arayacaklarını söylediler kimse aramadı 4-)ürünü almadan önce satıcıya sor bölümünden bilgi almak istedim müşteri hizmetlerine yönlendirdiler onlarda teknik destek ekibine yönlendirdiler sonra kimse almadı,,Neutral
1655,Ürünü aldım ama güç tuşuna bastığımda gri bir ekran geliyor ama güç tuşuna bastığımda OSP menüsüne ulaşamıyorum. Ekran gelmiyor. Samsung monitörleri çok sorunlu almanızı tavsiye etmiyorum ne bu ürünü ne de başkasını. 1.fotoda monitör açık 2. kapalı hali,,Negative
1656,Üründe sorun olduğu kabul edilmedi aynı zamanda iadeye gönderdiğin den daha koyu bir durumda geri gönderildi. Ekranın sağ üst köşesinde panel çatlağı ve hatta köşesi kopmuş durumda,,Negative
1657,"Ürünü sipariş ettim fakat elime geçtiğinde hayal kırıklığına uğradım. Renk argümanı canlı, fonksiyonları güzel fakat Samsung kalitesinden 165 yerine 144 Hz göndermek gibi bir hata yapılmasını beklemezdim. İade ettim.",,Neutral
1658,Ürün sol üst kısmında ölü pixelli geldi vaktim olmadığı ve uğrasamayacağım için iade oluşturmadım  Samsung gibi bi marka ürünlerini kontrol etmeden müşterilerine sunuyor.,,Negative
1659,Ürünü alalı 3 gün oldu.Ekran gitti siyah ekrana düşüyor açılmıyor.Satıcıya iade veya değişim talep ediyorum dediğimde ürünü kontrol ettik geri alamıyoruz gibi saçma sapan bir cevap verdi daha sıfır cihaz yeni kurdum ve bir kere kullanmadım başıma bunlar geldi.Ne yapacağımı bilmiyorum ortada kaldım böyle .5 gündür cevap vermelerini bekliyorum umurla,,Negative
1660,ekran kalitesi çok düşük yorumlara güvenip aldım pişman oldum geri iade ettim,,Negative
1661,"merhaba, öncelikle ürün elime aşırı ghosting problemi ve renk kaymalarıyla beraber geldi monitör de gözle görülecek kadar ciddi ölü piksel vardı. iade ettim ve 6 gündür inceliyorlar halen ses çıkmadı kesinlikle ama kesinlikle almayın ghostingin babası bir monitör iade süreçleri de 1 aya kadar çıktığı için hiç uğraşmayın. teşekkürler Trendyol ekibi.",,Negative
1662,ghosting var,,Neutral
1663,Kesinlikle almayın paranıza yazık hele ki laptop için alıyorsanız kesinlikle almayın eski tüplü tv ler daha iyi,,Negative
1664,Ms1 değil çok daha yüksek memnjn değilim,,Negative
1665,GÜZEL AMA 144 HZ KANDIRILMAYIN,,Positive
1666,Ürünüm Geldi Ama Üzerinde Jelatin Yoktu Belli İade edilen bir monitör gönderilmiş 200 HZ alamadım sadece 60 HZ verdi ekran kartımda bir problem olduğunu düşündüm ve başka bir kasada denedim aynı şekilde 60 hz sadece desteklediğini gördüm Ürünüm 3 gündür bende iade yapacağım. Tavsiye etmiyorum,,Negative
1667,Ekran sürekli gidip geliyor daha ilk kutu açılışta,,Neutral
1668,Ürün elime sağlam ulaştı her şeyi tam fakat göz ardı edilemeyecek bir ghosting var inanılmaz derecede maalesef iade edeceğim. Ghosting sizin için sorun değilse alın ama rahatsız ediyorsa kesinlikle önermiyorum,,Positive
1669,Ürün elime kırık ulaştı,,Negative
1670,İçerisindeki DP kablosu alınmış geri bırakılmamış,,Neutral
1671,Anlamadığım bi şekilde 5-6 gün sürdü ürün elime geçmedi birden kendi kendine iade ettiler vakit kaybından başka bişey değil,,Negative
1672,10. günde kendi kendine düştü ve ekranı kırıldı. saçma sapan bir ayağı var sabit durmuyor öne düşüyor.,,Neutral
1673,Ekran kırık geldi,,Negative
1674,ürün sorunlu geldi.,,Negative
1675,ekran durduk yere murekkep görüntü verdi garantiye götürdüm hiç bir sekilde yardimci olmadılar ürün çöp oldu daha alalı 2ay oldu,,Neutral
1676,"Aşşşşırı derecede ghosting var ve hdmi kablosu ile en fazla 120 hz alabiliyorsunuz ve satıcı asla iade kabul etmiyor, sakın paranızı çöpe atmayın.",,Negative
1677,5 parça ürün var 2 si eksik,,Negative
1678,ürün leş fiyata aldanıp almayın ayakda duramıyor daha,,Negative
1679,ALMAYIN ALDIRMAYIN DELİ GİBİ GHOSTİNG YAPIYPR EKRAN RESMEN BULANIKLAŞIYOR ÇİNLİLER GİBİ ANLARSINIZ YA :),,Neutral
1680,ürünü hiç beğenmedim açma dugmesi kendi kendine kapanıyor sinyal.gelmiyor diyor iade ettim.,,Negative
1681,ürün iyi ama yaninda hdmi ve dpi kablosu geliyor dendi gelmedi bu yüzden 1 yıldız insanlari kandırmayın,,Positive
1682,aşırı kaliteli bayıldım,,Positive
1683,Satıcının  ve kargo şubelerinin sorumsuzluğu yüzünden 3 gündür madur edildim gec kargoya verildi ve kargo bana gelmeden aynı kargo şubesiyle satıcıya geri gönderildi sıfır memmnuniyet,,Neutral
1684,kargo ücreti hiç yakışmadı o kadar henüz kullanmadım,,Neutral
1685,fiyat performans olarak aldığım ürün ancak masa üstünde arka ayak kısmı yüksek olduğu için öne doğru düşme problemi oldu. önden kalın bir kitapla masaya temas yerini dengeleyebilirsiniz.  Tavsiye etmem. kutusunu iade tarihinden sonra açtım gerçeği geç fark ettiğim için iade edemedim. bu fiyata ayarlanabilir ve ekran kalitesi daha iyi ürün tercih ed,,Neutral
1686,Dayanıksız bide minik 2 kez istedim 2 Side kırık çıktı,,Negative
1687,çok kötü görüntüyu karşılaşmadığı gibi bir RGB renk hatası veriyor oyuna girdiğinizde ekran mavi yeşil kirmizi renklere bürunüyor ve karincalaniyor,,Negative
1688,Kötü bir ürün almayın,,Negative
1689,tavsiye etmem görüntü kalitesi çok kötü,,Negative
1690,Ekran arada sırada gider gibi oluyor kösesi elimde kalmazsa iyi,,Positive
1691,ürünü çok geç teslim ettiler ve üründe aşırı derecede ghosting var. Güncelleme G- Sync özelliği monitör de yok.,,Neutral
1692,"Ürünün içinde çıkması gereken displayport kablosu çıkmadı! Ürünüm çalınmış resmen! Monitöre gelecek olursak bence fiyatını haketmiyor, zorunlu verdiğim 1 yıldızda bari kargo hızına olsun tek işe yarar nokta hızlı gelmesi",,Positive
1693,oyunun ortasında ekran beyaz mavi sarı kırmızı renkler yanıp sönmeye yasliyor aldigimdan beri bu şekilde ekranı iade etmeyi düşünüyorum bunun bı çözümü yokmu çözümü yoksa iade edicem,,Negative
1694,ekran gidip geliyo arada,,Neutral
1695,Çok göz yoruyor 1 saatten fazla oynayamıyorum,,Neutral
1696,Alırı ghosting var iade de almıyolar yazık markanın adı var sadece,,Negative
1697,Ürünüm 2.5 ay kullandım 3 ncü taksit ödemeden gölge sorunları yaşadım teknik desteğe yazdım 4 gündür bekletiyorlar bu ürünü almayın Türk malı diye aldım devletim kazansın dedim almaz olaydım bekletirlerse ürünü elimde tüketici mahkemesine vereceğim paramızla rezil oluyoruz,,Negative
1698,Too bad i want to call the customer service but no one is responding,,Neutral
1699,monitörde ghosting var almak isteyen arkadaşların bilgisi olsun yanısıra birden fazla kabloyla denememe rağmen dp kabloda görüntü git gel yapıyo iade vermek istediğinizde ise reddedip geri yollanıyo bunları bilerek satın alın.,,Negative
1700,"casper'dan aldım monitör 2 ay sonra en ufak bir düşmede ekranı çatladı,, ilk bir servise gönderdim 5200 lira ekran dediler, kabul etmedim 420 TL kargo ücreti ödettiler,, ikinci olarak Casper'ın bir servisine gönderdim 3600 lira dediler , kısacası aldığıma pişman oldum, yenisi fiyatına ekran tamiri bence çok yanlış 👈",,Neutral
1701,ghosting çok fazla iade edildi,,Negative
1702,ghosting çok fazla mousede bile belli oluyor,,Neutral
1703,Açtığımız gibi hayal kırıklığı yenisi tedarik edilmez ise iade edeceğim iletişime geçmenizi acil rica ederim,,Negative
1704,DISPLAY çalışmıyor ve HDMI ile Çok kalitesiz görüntü var Bu ne ya display'den düzelir diye bekledim çok kablo sipariş ettim geç geldi O da çalışmadı ne Xbox'ta ne de bilgisayarda işe yaramıyor hiç iyi değil destek istiyorum ne yapmalıyım,,Neutral
